timestamp,user,role,ip,action,status,resource,hour,flow_duration,total_fwd_packets,total_bwd_packets,flow_bytes_per_s,fwd_packet_length_mean,bwd_packet_length_mean,flow_iat_mean,fwd_psh_flags,syn_flag_count,rst_flag_count,ack_flag_count,down_up_ratio,active_mean,idle_mean,flow_packets_per_s,attack_type
2026-05-26T10:16:03.787197,bob,user,192.168.1.5,api_call,success,products,12,2376708.67,7,6,2768.33,511.51,382.86,263658.74,0,1,0,7,1.242,154306.8,521620.55,5.47,normal
2026-05-20T10:19:32.787197,emma,guest,10.0.0.3,view_page,success,home,12,2711938.86,7,6,2595.54,526.93,385.13,235569.45,1,1,0,8,1.031,144126.13,466899.92,4.79,normal
2026-05-27T18:12:49.787197,scanner_99,unknown,182.21.4.9,failed_login,failed,api/data,20,695176.72,120,43,6729.77,288.94,166.57,2651.02,1,4,3,101,1.427,37407.09,78452.48,234.47,credential_stuffing
2026-05-26T14:26:30.787197,emma,guest,10.0.0.2,api_call,success,user_settings,16,1947132.95,8,5,2431.1,494.93,349.36,308976.1,1,1,0,7,1.198,131443.18,447998.68,6.68,normal
2026-05-13T07:03:59.787197,hacker_xyz,unknown,182.21.4.9,sql_query,failed,database,8,1535035.51,14,10,10036.31,1288.14,565.88,96824.48,3,2,1,14,1.918,168238.6,318056.0,15.63,sql_injection
2026-05-14T20:55:30.787197,hacker_xyz,unknown,10.0.0.2,role_change,failed,admin_panel,22,3215613.34,26,21,5035.64,587.95,795.24,136273.89,2,3,1,27,1.106,253705.77,461494.24,14.62,privilege_escalation
2026-05-26T04:02:37.787197,scanner_99,unknown,45.33.22.11,form_submit,failed,database,5,1863733.67,9,8,8151.91,1311.97,714.48,83007.29,5,2,1,10,1.459,197062.09,277591.32,9.12,command_injection
2026-04-30T21:01:23.787197,bob,user,91.234.55.1,cookie_hijack,failed,api/data,22,2035834.34,15,16,4566.43,531.58,511.86,136608.05,2,1,1,18,1.071,185366.92,377456.96,15.23,session_hijacking
2026-05-15T10:39:09.787197,bob,user,10.0.0.2,view_page,success,home,12,2721654.3,9,6,2568.1,468.97,442.56,270268.82,1,1,0,9,1.106,150137.01,542994.83,5.51,normal
2026-05-23T01:56:17.787197,pentest_agent,unknown,182.21.4.9,login,failed,login_page,3,637620.45,131,43,7076.87,262.44,169.36,2396.24,1,4,3,72,1.307,36822.8,76386.73,272.89,credential_stuffing
2026-05-20T19:49:45.787197,pentest_agent,unknown,91.234.55.1,ssrf_attempt,failed,config,21,1426254.45,5,18,12252.96,971.05,1089.11,98099.7,3,3,1,17,3.945,158308.55,317891.68,16.13,ssrf
2026-05-25T11:21:40.787197,pentest_agent,unknown,182.21.4.9,sql_query,failed,user_settings,13,1547853.31,14,10,10372.0,1407.54,607.57,85549.96,3,2,1,15,1.809,201557.1,297717.15,15.51,sql_injection
2026-05-03T08:37:14.787197,bot_001,impersonator,45.33.22.11,flood_request,429_rate_limited,login_page,10,89400.05,512,11,51761.55,194.93,45.0,460.61,0,98,48,211,0.316,10798.78,20727.99,5850.11,dos_attack
2026-05-05T02:39:12.787197,scanner_99,unknown,45.33.22.11,data_transfer,success,backup,4,4950637.69,5,33,166847.29,420.93,1282.93,204463.19,1,2,1,27,13.029,328387.64,887936.04,7.68,data_exfiltration
2026-05-15T19:13:49.787197,scanner_99,unknown,91.234.55.1,session_steal,success,database,21,2054819.75,16,16,4869.9,514.35,508.38,143338.42,2,1,1,17,1.006,223746.99,362510.22,15.57,session_hijacking
2026-05-08T01:48:45.787197,hacker_xyz,unknown,91.234.55.1,payload_delivery,failed,backup,3,3614943.18,7,28,89548.35,361.64,1422.48,189956.3,1,2,0,22,7.486,302482.8,639466.62,9.68,malware
2026-05-22T12:35:45.787197,bob,user,192.168.1.6,login,success,products,14,2384599.87,8,6,2574.39,501.31,427.93,308651.81,1,1,0,8,1.24,142117.48,456416.23,5.87,normal
2026-05-09T01:51:10.787197,david,user,192.168.1.5,data_transfer,failed,config,3,6901067.21,6,40,162891.15,406.24,977.02,295138.07,1,1,0,29,10.625,385981.56,867847.76,6.67,insider_threat
2026-05-03T11:38:54.787197,bot_001,impersonator,45.33.22.11,api_call,success,user_settings,13,1634466.57,13,10,11322.76,1373.34,503.64,106215.63,4,2,1,15,1.771,220103.11,306458.19,14.07,sql_injection
2026-05-24T00:03:49.787197,bot_001,impersonator,45.33.22.11,login_attempt,failed,admin_panel,1,936641.84,226,46,9598.4,307.33,202.37,2654.17,1,5,3,110,1.442,52030.79,101825.99,290.4,brute_force
2026-05-02T09:31:49.787197,emma,guest,192.168.1.5,api_call,success,home,11,2414693.93,8,6,2312.99,462.42,399.35,291159.56,1,1,0,9,1.172,124708.4,460318.89,5.8,normal
2026-04-30T01:16:14.787197,charlie,admin,91.234.55.1,api_call,failed,database,3,4991994.25,5,29,160830.68,374.04,1225.11,199898.49,1,1,0,21,13.42,316798.45,897279.05,6.81,data_exfiltration
2026-05-05T09:15:03.787197,scanner_99,unknown,91.234.55.1,sql_query,failed,api/data,11,1541206.76,13,10,12176.36,1381.47,580.19,96183.5,3,2,1,15,1.84,207667.49,305955.9,14.92,sql_injection
2026-04-29T20:53:02.787197,bot_001,impersonator,103.24.21.10,file_execute,success,config,22,4077592.86,8,24,102492.12,365.37,1415.88,189023.31,1,2,1,24,9.194,292305.92,634398.11,7.85,malware
2026-04-29T04:04:58.787197,hacker_xyz,unknown,45.33.22.11,sql_inject_attempt,failed,api/data,5,1425159.92,12,10,10551.92,1417.33,632.48,94636.49,3,2,1,15,1.791,204917.25,267858.27,15.44,sql_injection
2026-05-11T09:00:35.787197,pentest_agent,unknown,45.33.22.11,credential_test,success,api/data,10,569646.18,159,44,6758.68,270.7,195.51,2473.45,1,4,3,89,1.507,38918.38,81848.35,356.36,credential_stuffing
2026-05-18T13:01:25.787197,alice,user,192.168.1.6,login,success,about,14,2718085.61,8,6,2350.97,528.5,426.82,274662.86,0,1,0,9,1.146,161811.59,474189.3,5.15,normal
2026-05-24T11:00:55.787197,bob,user,10.0.0.3,login,success,user_settings,12,2405117.54,8,6,2189.55,507.23,408.67,256947.48,1,1,0,7,1.14,151987.22,457352.74,5.82,normal
2026-05-11T21:18:29.787197,bot_001,impersonator,91.234.55.1,api_call,403_forbidden,home,23,194758.79,2,1,1562.83,107.4,63.85,9989.65,0,50,23,3,0.888,18326.87,51437.88,15.4,port_scan
2026-05-25T16:24:39.787197,pentest_agent,unknown,45.33.22.11,form_submit,success,admin_panel,18,1393811.76,13,9,10717.41,1389.96,646.55,95903.34,4,2,1,17,1.798,214859.55,286167.38,15.78,sql_injection
2026-05-21T00:31:12.787197,hacker_xyz,unknown,182.21.4.9,flood_request,success,api/data,2,108703.49,477,11,51410.2,191.96,54.12,476.1,0,104,47,218,0.337,9083.81,20177.59,4489.28,dos_attack
2026-05-22T09:16:35.787197,bot_001,impersonator,91.234.55.1,banner_grab,403_forbidden,config,11,238506.09,2,1,1667.84,78.45,58.72,9838.63,0,44,28,3,0.753,19471.78,47750.1,12.58,port_scan
2026-05-17T07:52:04.787197,hacker_xyz,unknown,45.33.22.11,failed_login,failed,login_page,9,681621.67,159,42,7119.48,289.2,188.65,2542.81,1,5,2,90,1.335,47883.62,85440.74,294.88,credential_stuffing
2026-05-10T07:24:38.787197,bob,user,192.168.1.5,api_call,success,products,9,3002894.84,9,7,2357.07,488.95,421.06,294306.92,1,1,0,7,1.265,154215.08,446270.49,5.33,normal
2026-05-10T21:17:25.787197,bot_001,impersonator,91.234.55.1,cmd_inject,failed,admin_panel,23,1685457.11,8,7,8077.74,1394.32,680.63,104795.14,4,2,1,9,1.539,172362.33,311408.68,8.9,command_injection
2026-05-08T15:50:55.787197,charlie,admin,10.0.0.2,api_call,success,user_settings,17,2537362.54,8,5,2607.89,489.29,417.54,228529.05,1,1,0,7,1.17,139164.13,528602.64,5.12,normal
2026-05-23T17:43:18.787197,hacker_xyz,unknown,182.21.4.9,form_submit,success,admin_panel,19,1489289.02,15,9,9867.94,1373.44,574.59,109787.91,3,2,1,14,1.816,181049.3,316886.61,16.12,sql_injection
2026-05-21T19:34:08.787197,bot_001,impersonator,182.21.4.9,service_detect,403_forbidden,admin_panel,21,220580.97,2,1,1597.46,95.91,62.02,8538.04,0,58,22,3,0.706,19791.62,45465.25,13.6,port_scan
2026-05-18T10:05:53.787197,bot_001,impersonator,103.24.21.10,api_call,failed,admin_panel,11,1797727.81,10,8,8497.54,1375.1,600.03,84255.62,4,2,1,11,1.819,218130.48,316223.75,10.01,command_injection
2026-05-05T13:39:33.787197,bot_001,impersonator,91.234.55.1,failed_login,failed,login_page,15,583846.2,152,38,6277.26,285.44,164.94,2278.46,1,3,2,78,1.362,38251.0,77922.05,325.43,credential_stuffing
2026-05-17T11:30:41.787197,david,user,10.0.0.2,view_page,success,home,13,2303981.56,7,6,2840.56,518.55,374.34,268686.17,0,1,0,6,1.179,155623.75,540233.03,5.64,normal
2026-05-13T15:07:19.787197,emma,guest,192.168.1.6,login,success,products,16,3086435.04,7,6,2512.1,474.19,386.87,276986.69,1,1,0,8,1.275,148346.85,515858.92,4.21,normal
2026-05-21T07:56:42.787197,alice,user,10.0.0.3,download_file,failed,home,9,2696827.32,9,6,2588.47,507.9,409.23,274259.62,1,1,0,9,1.16,164939.2,469958.9,5.56,normal
2026-04-30T20:52:11.787197,emma,guest,192.168.1.5,bulk_export,success,api/data,22,5955896.07,6,30,192199.59,379.55,962.79,278003.29,1,1,0,28,8.832,360076.11,887403.27,6.04,insider_threat
2026-05-20T02:53:08.787197,david,user,192.168.1.5,download_file,failed,database,4,5921947.98,6,32,185475.99,359.74,1040.05,224484.52,1,1,0,30,10.473,374181.22,913903.41,6.42,insider_threat
2026-05-11T09:57:58.787197,hacker_xyz,unknown,91.234.55.1,form_submit,failed,home,11,1281394.56,14,6,5362.24,1104.18,495.99,77405.17,3,2,1,12,1.425,200660.27,250283.63,15.61,xss
2026-05-02T08:26:11.787197,charlie,admin,192.168.1.6,login,success,user_settings,10,2244997.38,8,7,2186.93,554.58,399.15,281820.1,1,1,0,9,1.336,128404.01,520472.63,6.68,normal
2026-05-15T20:01:15.787197,charlie,admin,10.0.0.2,download_file,failed,api/data,21,6139930.4,6,33,189528.47,413.67,1100.92,247804.42,1,1,0,29,9.557,306060.49,1015769.25,6.35,insider_threat
2026-04-28T03:19:19.787197,scanner_99,unknown,182.21.4.9,login_attempt,failed,admin_panel,5,805155.65,194,53,8750.19,298.06,198.17,3169.87,1,5,3,96,1.534,51459.93,101521.88,306.77,brute_force
2026-04-29T01:28:39.787197,david,user,10.0.0.3,download_file,success,api/data,3,6155612.64,6,32,176260.86,429.21,1115.75,250408.6,1,1,0,25,10.3,319695.63,861307.8,6.17,insider_threat
2026-05-20T12:47:32.787197,bob,user,192.168.1.6,logout,success,about,14,2432610.87,8,6,2291.54,488.16,425.48,257803.09,0,1,0,9,1.105,140088.23,484636.89,5.76,normal
2026-04-28T11:57:11.787197,charlie,admin,192.168.1.5,download_file,success,home,13,2342115.28,8,6,2620.68,474.59,382.36,288475.91,1,1,0,7,1.19,150242.42,510548.11,5.98,normal
2026-05-01T01:30:28.787197,pentest_agent,unknown,182.21.4.9,api_call,failed,database,3,5447270.97,5,30,188135.1,412.07,1213.32,219554.45,1,2,1,25,12.449,305738.37,760029.03,6.43,data_exfiltration
2026-05-15T09:54:49.787197,bob,user,10.0.0.2,login,success,user_settings,11,2482630.12,9,6,2258.25,475.89,387.35,237274.75,1,1,0,9,1.2,168553.01,495792.13,6.04,normal
2026-04-28T00:17:56.787197,scanner_99,unknown,103.24.21.10,escalate_privilege,success,database,2,3204183.29,28,21,4691.17,547.64,877.91,129102.96,2,4,1,31,1.113,223623.7,436242.3,15.29,privilege_escalation
2026-05-12T00:50:43.787197,scanner_99,unknown,103.24.21.10,role_change,success,config,2,2998171.19,27,20,4862.96,616.2,718.59,122360.66,2,3,1,27,1.064,260818.56,410898.41,15.68,privilege_escalation
2026-05-15T10:25:43.787197,scanner_99,unknown,45.33.22.11,service_detect,403_forbidden,about,12,234477.98,2,1,1615.34,94.65,58.98,11606.99,0,58,24,3,0.813,24857.91,47087.38,12.79,port_scan
2026-05-14T11:43:20.787197,david,user,10.0.0.3,download_file,success,home,13,2720243.0,8,4,2399.76,447.76,373.87,273348.19,1,1,0,8,1.261,148030.28,518728.78,4.41,normal
2026-04-29T02:30:14.787197,scanner_99,unknown,91.234.55.1,escalate_privilege,success,admin_panel,4,3340021.08,27,20,5200.12,593.08,765.33,135073.6,2,3,1,33,1.0,239750.28,413488.01,14.07,privilege_escalation
2026-05-10T03:47:57.787197,scanner_99,unknown,182.21.4.9,login_attempt,failed,admin_panel,5,859027.59,223,49,7791.89,309.6,200.75,3201.03,2,6,3,83,1.632,48674.66,105310.46,316.64,brute_force
2026-05-13T08:20:50.787197,alice,user,10.0.0.2,api_call,success,products,10,2056807.27,9,5,2704.18,476.78,415.41,254007.94,1,1,0,7,1.237,144409.61,548842.54,6.81,normal
2026-04-27T23:57:32.787197,scanner_99,unknown,45.33.22.11,failed_login,failed,login_page,1,647610.32,163,42,6715.52,258.39,184.6,2398.83,1,4,2,68,1.444,40898.95,80025.87,316.55,credential_stuffing
2026-05-21T01:31:46.787197,pentest_agent,unknown,10.0.0.2,api_call,success,config,3,5041305.96,5,34,189935.78,442.22,1205.92,183870.99,1,2,1,22,12.811,255755.72,748988.9,7.74,data_exfiltration
2026-05-03T23:53:36.787197,hacker_xyz,unknown,91.234.55.1,malware_upload,failed,backup,1,3919338.76,7,28,110210.53,361.28,1394.49,166284.09,1,2,1,27,7.555,307587.36,536844.63,8.93,malware
2026-05-06T00:53:36.787197,scanner_99,unknown,103.24.21.10,login,failed,login_page,2,757093.51,171,48,8216.65,308.45,208.85,3059.62,2,6,3,106,1.477,54272.11,90623.57,289.26,brute_force
2026-05-12T13:02:35.787197,bob,user,192.168.1.5,view_page,success,user_settings,14,2507259.93,9,6,2497.22,523.66,355.45,293560.51,1,1,0,7,1.186,143275.94,553676.2,5.98,normal
2026-05-23T09:51:13.787197,david,user,10.0.0.2,login,success,about,11,3048604.61,7,6,2346.45,473.17,424.64,308741.75,1,1,0,8,1.191,153840.6,556264.28,4.26,normal
2026-05-26T02:17:39.787197,hacker_xyz,unknown,10.0.0.2,download_file,success,backup,4,4908733.4,5,26,200567.45,414.42,1318.64,177405.33,1,2,0,24,13.023,319056.2,801083.09,6.32,data_exfiltration
2026-05-11T16:06:33.787197,david,user,10.0.0.3,login,success,products,17,2346377.51,8,7,2202.49,501.59,374.66,275374.34,1,1,0,7,1.144,159940.18,478945.53,6.39,normal
2026-05-15T13:22:31.787197,emma,guest,192.168.1.5,view_page,success,user_settings,15,2620469.92,9,6,2363.52,482.55,434.81,292847.14,0,1,0,8,1.16,151537.02,522352.9,5.72,normal
2026-05-23T14:05:54.787197,bot_001,impersonator,91.234.55.1,banner_grab,success,api/data,15,210570.17,2,1,1432.99,79.4,59.04,10937.81,0,53,25,3,0.808,18630.51,54688.34,14.25,port_scan
2026-05-06T21:48:42.787197,pentest_agent,unknown,103.24.21.10,api_call,failed,login_page,23,548385.25,145,33,6208.45,268.66,204.38,2382.63,1,4,3,65,1.295,45767.98,85927.84,324.59,credential_stuffing
2026-05-13T08:41:43.787197,charlie,admin,10.0.0.3,api_call,success,home,10,2828342.59,8,6,2414.19,478.8,402.53,267607.81,1,1,0,8,1.218,149662.92,474481.13,4.95,normal
2026-04-30T14:19:38.787197,scanner_99,unknown,91.234.55.1,api_call,success,config,16,1985781.74,9,8,8820.13,1384.18,704.63,90453.75,4,2,1,10,1.511,198458.59,321627.64,8.56,command_injection
2026-05-15T00:20:56.787197,bot_001,impersonator,182.21.4.9,banner_grab,failed,admin_panel,2,215901.24,2,1,1431.59,93.63,71.86,9398.89,0,45,25,3,0.774,18311.19,54494.81,13.9,port_scan
2026-05-24T23:29:26.787197,david,user,10.0.0.2,data_transfer,failed,config,1,5637597.6,7,39,185262.05,400.11,1067.51,229857.35,1,1,0,29,10.944,361506.86,973164.26,8.16,insider_threat
2026-05-27T07:02:19.787197,bot_001,impersonator,45.33.22.11,service_detect,failed,home,8,196082.5,2,1,1486.34,108.99,57.94,10001.4,0,45,23,2,0.733,23539.9,53205.2,15.3,port_scan
2026-05-24T13:48:13.787197,alice,user,10.0.0.2,view_page,failed,products,15,2983946.41,8,6,2798.54,519.83,402.31,274710.01,0,1,0,7,1.009,135025.69,507704.09,4.69,normal
2026-05-11T21:19:47.787197,scanner_99,unknown,45.33.22.11,token_replay,success,api/data,23,2133033.9,13,17,4570.29,488.32,470.61,149475.39,2,1,0,18,1.096,191724.9,353839.04,14.06,session_hijacking
2026-05-05T15:28:09.787197,emma,guest,10.0.0.2,api_call,success,home,17,2827073.16,9,7,2371.56,494.96,436.76,267840.07,1,1,0,6,1.196,179106.25,461164.79,5.66,normal
2026-05-08T07:58:46.787197,pentest_agent,unknown,103.24.21.10,resource_exhaust,success,products,9,96885.11,508,9,46644.71,173.78,49.06,535.18,0,87,52,163,0.323,10512.51,19891.31,5336.22,dos_attack
2026-05-13T12:56:09.787197,david,user,10.0.0.2,login,failed,user_settings,14,2198646.67,8,6,2889.31,486.23,417.38,238047.43,1,1,0,9,1.318,153529.63,566097.22,6.37,normal
2026-05-20T00:54:41.787197,pentest_agent,unknown,182.21.4.9,bulk_export,success,backup,2,4942880.62,5,30,226446.03,388.32,1148.17,187071.13,1,1,1,25,11.29,278994.19,777881.47,7.08,data_exfiltration
2026-05-12T13:57:32.787197,david,user,192.168.1.6,logout,success,about,15,2343674.95,8,6,2860.29,497.3,376.14,266325.35,0,1,0,7,1.179,169302.77,456255.9,5.97,normal
2026-05-12T07:26:55.787197,david,user,10.0.0.2,login,success,about,9,2300993.67,7,5,2472.95,537.62,398.12,279072.72,0,1,0,8,1.206,169132.91,518603.2,5.22,normal
2026-05-10T10:22:20.787197,david,user,192.168.1.5,logout,success,about,12,2543289.44,9,7,2525.86,476.04,439.75,299450.7,0,1,0,9,1.21,126246.55,486475.5,6.29,normal
2026-05-12T20:26:22.787197,hacker_xyz,unknown,182.21.4.9,xss_payload,failed,home,22,1198157.67,11,9,6024.25,1124.95,527.1,88224.09,3,2,1,13,1.539,197180.68,227836.81,16.69,xss
2026-05-16T09:21:13.787197,bob,user,192.168.1.5,logout,success,about,11,2725279.28,7,6,2239.55,534.04,368.31,260326.02,1,1,0,8,1.266,163389.09,520905.82,4.77,normal
2026-05-02T10:30:19.787197,pentest_agent,unknown,45.33.22.11,sql_inject_attempt,failed,database,12,1579053.04,14,9,9718.72,1257.55,622.07,81821.31,4,2,1,16,1.81,166712.04,307666.32,14.57,sql_injection
2026-05-19T14:25:48.787197,bob,user,192.168.1.5,logout,success,about,16,2733321.56,8,6,2517.78,524.34,390.99,269174.13,1,1,0,7,1.269,143200.88,448706.36,5.12,normal
2026-05-01T20:23:08.787197,scanner_99,unknown,91.234.55.1,password_reset,failed,login_page,22,762462.3,246,42,8058.98,282.92,195.47,3268.8,1,4,3,116,1.41,47523.65,83670.24,377.72,brute_force
2026-05-05T13:51:43.787197,scanner_99,unknown,91.234.55.1,port_probe,403_forbidden,config,15,193788.64,2,1,1448.56,100.88,61.11,9329.55,0,57,28,3,0.841,17174.57,45576.67,15.48,port_scan
2026-04-29T07:58:59.787197,charlie,admin,10.0.0.2,download_file,success,about,9,2250165.33,8,6,2942.27,480.11,393.27,246877.83,1,1,0,8,1.216,155111.08,526577.75,6.22,normal
2026-05-26T00:04:06.787197,unknown_user,user,182.21.4.9,password_reset,failed,login_page,1,828952.32,252,50,7838.37,298.05,208.13,2918.98,1,5,3,87,1.557,47358.97,99387.12,364.32,brute_force
2026-05-03T04:08:10.787197,pentest_agent,unknown,91.234.55.1,api_call,success,api/data,6,1498613.14,15,10,10483.17,1329.1,630.42,106067.61,4,2,1,16,1.813,222113.69,304301.1,16.68,sql_injection
2026-05-20T00:35:54.787197,unknown_user,user,91.234.55.1,directory_listing,success,admin_panel,2,1002103.8,8,12,4205.0,793.95,1045.12,57054.48,2,2,2,15,1.989,132734.52,199614.51,19.96,directory_traversal
2026-05-06T17:26:44.787197,bot_001,impersonator,103.24.21.10,port_probe,failed,home,19,245440.88,2,1,1445.83,105.93,63.14,9566.27,0,47,23,3,0.799,13377.82,50956.28,12.22,port_scan
2026-05-20T21:20:29.787197,scanner_99,unknown,103.24.21.10,api_call,failed,api/data,23,207786.59,2,1,1530.01,90.88,65.34,10488.28,0,48,30,3,0.652,18129.46,52732.72,14.44,port_scan
2026-05-10T04:59:35.787197,bob,user,182.21.4.9,cookie_hijack,success,database,6,1949841.7,16,16,5049.69,499.75,523.9,148812.73,1,1,1,19,1.135,222265.96,333028.56,16.41,session_hijacking
2026-05-18T02:46:58.787197,bot_001,impersonator,10.0.0.2,data_transfer,success,database,4,4547775.4,4,28,221931.76,429.31,1169.35,180706.04,1,2,0,27,12.951,266628.27,840072.14,7.04,data_exfiltration
2026-05-14T16:46:36.787197,bot_001,impersonator,91.234.55.1,port_probe,failed,api/data,18,174536.71,2,1,1291.41,92.28,51.5,10566.75,0,52,24,3,0.792,20943.93,47060.36,17.19,port_scan
2026-05-13T00:04:15.787197,unknown_user,user,45.33.22.11,malware_upload,failed,config,1,4052715.44,8,31,90021.57,348.26,1324.42,174636.49,1,2,1,22,8.775,283936.96,545114.27,9.62,malware
2026-05-09T07:30:45.787197,unknown_user,user,91.234.55.1,file_read,success,config,9,947583.15,7,11,3867.93,808.8,994.13,62555.51,2,2,1,15,1.927,143634.86,208323.93,19.0,directory_traversal
2026-04-28T12:41:46.787197,scanner_99,unknown,45.33.22.11,banner_grab,success,home,14,214051.45,2,1,1624.03,103.1,60.95,10773.02,0,49,27,2,0.779,20920.18,51067.23,14.02,port_scan
2026-05-03T03:15:00.787197,bot_001,impersonator,45.33.22.11,login,failed,login_page,5,526129.44,132,42,7328.38,278.12,181.44,2408.02,1,4,2,72,1.509,35354.59,88636.08,330.72,credential_stuffing
2026-05-18T12:29:43.787197,david,user,10.0.0.3,api_call,success,about,14,2453688.7,8,5,2073.74,504.14,384.98,275225.51,0,1,0,8,1.195,153451.96,533777.56,5.3,normal
2026-05-12T08:30:32.787197,bot_001,impersonator,91.234.55.1,port_probe,failed,about,10,150188.86,2,1,1555.62,110.59,62.24,9880.43,0,47,25,3,0.903,17278.24,48027.39,19.97,port_scan
2026-05-10T07:15:31.787197,emma,guest,192.168.1.6,login,failed,about,9,2695898.89,9,6,2553.57,490.7,356.95,316386.46,1,1,0,9,1.299,150772.56,529374.91,5.56,normal
2026-05-06T14:04:27.787197,david,user,10.0.0.2,api_call,success,products,15,2335198.31,7,5,2376.85,513.7,376.41,263513.84,0,1,0,7,1.188,141849.03,529348.98,5.14,normal
2026-05-23T23:29:10.787197,pentest_agent,unknown,91.234.55.1,login,failed,admin_panel,1,799927.27,196,51,6910.86,293.99,183.89,3235.26,2,6,3,100,1.508,56847.26,96988.0,308.78,brute_force
2026-05-03T00:04:29.787197,charlie,admin,91.234.55.1,sudo_attempt,failed,user_settings,1,3346954.11,25,20,4800.53,547.83,733.44,120226.0,2,3,2,35,1.071,239717.93,395730.22,13.45,privilege_escalation
2026-05-15T22:31:12.787197,bot_001,impersonator,182.21.4.9,failed_login,success,admin_panel,0,817042.95,195,43,8799.87,306.78,185.92,2959.5,1,5,3,103,1.492,44516.34,89183.81,291.29,brute_force
2026-04-30T01:46:49.787197,hacker_xyz,unknown,182.21.4.9,data_transfer,success,api/data,3,4955649.77,5,33,203401.28,405.77,1204.75,177775.13,1,1,0,26,11.423,278239.93,842291.43,7.67,data_exfiltration
2026-05-24T02:00:50.787197,david,user,10.0.0.3,bulk_export,success,database,3,6172643.23,6,36,160371.18,363.43,1144.56,279150.58,1,1,0,27,11.371,308533.75,902715.53,6.8,insider_threat
2026-05-10T14:45:20.787197,scanner_99,unknown,45.33.22.11,sql_query,success,user_settings,16,1676698.34,14,12,8085.06,1379.19,511.16,107440.54,3,2,1,18,1.717,224540.39,322121.77,15.51,sql_injection
