timestamp,user,role,ip,action,status,resource
2025-12-16 10:33:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-14 16:29:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-14 16:29:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-12 19:08:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-12 19:08:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-18 13:40:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-18 13:40:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-17 14:01:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-17 14:01:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-13 18:07:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-13 18:07:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-14 15:05:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-14 15:05:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-11 17:00:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-11 17:00:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-14 10:39:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-14 10:39:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-14 10:51:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-14 10:51:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-14 18:19:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-14 18:19:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-15 09:52:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 09:52:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 14:34:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-17 14:34:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-13 20:08:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-13 20:08:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-14 19:53:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-14 19:53:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-17 15:16:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-17 15:16:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-11 11:36:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-11 11:36:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-18 11:48:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-18 11:48:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-13 15:03:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-13 15:03:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-15 16:10:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-15 16:10:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-13 19:57:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-13 19:57:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 18:52:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-15 18:52:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-17 14:46:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-17 14:46:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-17 14:35:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-17 14:35:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-16 19:32:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-16 19:32:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-13 18:32:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-13 18:32:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-16 11:36:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-16 11:36:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-16 12:52:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-16 12:52:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-12 20:01:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-12 20:01:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 20:04:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-15 20:04:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-13 12:15:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-13 12:15:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-13 12:05:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-13 12:05:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-16 08:41:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-16 08:41:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-13 19:51:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-13 19:51:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-16 16:18:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-16 16:18:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-13 18:47:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-13 18:47:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-14 15:50:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-14 15:50:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-17 14:20:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-17 14:20:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-12 09:58:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-12 09:58:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 19:59:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-17 19:59:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-14 12:39:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-14 12:39:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-13 17:44:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-13 17:44:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-17 20:56:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 20:56:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 19:42:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-17 19:42:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-12 15:13:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-12 15:13:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-14 00:10:21,bot_crawler,impersonator,45.33.22.11,api_call,403_forbidden,user_settings
2025-12-14 00:10:21,bot_crawler,impersonator,45.33.22.11,api_call,403_forbidden,user_settings
2025-12-16 08:04:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-16 08:04:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-15 13:51:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-15 13:51:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-17 16:41:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 16:41:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 15:29:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-15 15:29:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-11 14:23:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-11 14:23:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-18 13:07:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-18 13:07:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-15 09:02:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-15 09:02:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-11 16:03:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-11 16:03:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-15 18:35:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 18:35:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 14:08:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-17 14:08:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-14 10:41:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-14 10:41:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-11 13:53:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-11 13:53:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-15 14:17:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 14:17:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-12 11:58:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-12 11:58:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-12 18:02:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-12 18:02:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-16 09:37:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-16 09:37:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-17 08:49:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-17 08:49:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-15 08:01:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-15 08:01:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-17 13:26:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-17 13:26:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-14 15:00:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-14 15:00:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-16 19:44:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-16 19:44:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-17 13:03:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-17 13:03:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-13 13:33:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-13 13:33:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-17 15:43:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-17 15:43:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-14 20:19:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-14 20:19:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-15 18:30:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-15 18:30:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-15 11:09:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-15 11:09:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-17 18:00:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-17 18:00:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-13 14:48:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-13 14:48:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-14 10:17:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-14 10:17:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-15 08:49:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-15 08:49:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-16 08:03:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-16 08:03:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-12 09:16:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-12 09:16:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-16 14:25:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-16 14:25:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-12 18:31:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-12 18:31:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-15 19:47:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-15 19:47:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-15 11:32:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-15 11:32:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-14 20:48:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-14 20:48:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-14 10:05:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-14 10:05:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-11 19:28:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-11 19:28:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-12 13:08:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-12 13:08:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-12 08:24:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-12 08:24:21,customer_102,user,192.168.1.6,login,success,login_page
2025-12-18 20:16:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-18 20:16:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-17 11:06:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-17 11:06:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-12 09:40:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-12 09:40:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-15 10:33:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-15 10:33:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-16 19:44:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-16 19:44:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-15 12:27:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-15 12:27:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-17 16:28:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 16:28:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-16 16:58:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-16 16:58:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-15 15:06:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 15:06:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-18 15:37:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-18 15:37:21,customer_102,user,192.168.1.6,download_report,success,sensitive_data
2025-12-16 16:03:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-16 16:03:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-14 20:54:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-14 20:54:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 10:31:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-17 10:31:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-12 08:23:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-12 08:23:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-16 18:28:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-16 18:28:21,public_guest,guest,172.16.0.5,view_page,success,products
2025-12-16 18:56:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-16 18:56:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-12 13:27:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-12 13:27:21,customer_101,user,192.168.1.5,download_report,success,sensitive_data
2025-12-12 18:03:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-12 18:03:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-16 17:07:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-16 17:07:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-16 16:59:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-16 16:59:21,customer_101,user,192.168.1.5,view_page,success,about
2025-12-16 08:54:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-16 08:54:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-14 20:48:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-14 20:48:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-15 20:50:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 20:50:21,customer_101,user,192.168.1.5,login,success,login_page
2025-12-15 15:35:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-15 15:35:21,customer_101,user,192.168.1.5,view_page,success,products
2025-12-14 08:07:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-14 08:07:21,customer_102,user,192.168.1.6,view_page,success,about
2025-12-13 17:02:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-13 17:02:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-14 11:21:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-14 11:21:21,public_guest,guest,172.16.0.5,view_page,success,home
2025-12-13 14:46:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-13 14:46:21,customer_101,user,192.168.1.5,view_page,success,home
2025-12-13 16:49:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-13 16:49:21,customer_102,user,192.168.1.6,view_page,success,home
2025-12-12 20:43:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-12 20:43:21,customer_102,user,192.168.1.6,view_page,success,products
2025-12-16 16:00:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-16 16:00:21,public_guest,guest,172.16.0.5,view_page,success,about
2025-12-15 13:44:21,public_guest,guest,172.16.0.5,view_page,success,home
